Orig Label	Perturbation	Kat	Wes	GOLD	Subtype	Perturbation_notused	N1	Sentence Raw Text
J	1	J			J	0	man	"Steadfastly ecumenical , too bland most years to merit much press , the breakfast is regarded by the Family as merely a tool in a larger purpose : to recruit the powerful attendees into smaller , more frequent prayer meetings , where they can "" meet Jesus man man to . "
J	1	J			J	0	man	The cavalry , who awaited us , was repulsed by the same shock ; they fled in disorder , and we , as well as the enemy , trampled over the bodies of our troops , whose squares had been penetrated ... all was confusion ; we fought man man to .
J	1	J	J		J	0	man	as man man to , his bearing was adverse and uncompromising . 
J	1	J			J	0	man	Now on Super Tuesday we hope to exceed what we 've done in some of our best states where we 've been able to face the president one on one and man man to , such as New Hampshire and Georgia .
J	1	J			J	0	man	I want it man man to , I 'll be honest with you .
J	1	J			J	0	man	He loves match play man man to through seven rounds to victory .
J	1	J			J	0	man	Or am I able to talk to you man man to ? 
J	1	J			J	0	man	And I heard - spoke with some Lebanese men today who said , Let them come and fight us man man to .
J	1	J			J	0	man	Time to settle the score man man to , face to face .
J	1	J			J	0	man	I apologize , man man to .
J	1	J			J	0	man	man man to look , if you wanted to run against George Bush you should have run four years ago .
J	1	J			J	0	man	man man to , why are you here ?
J	1	J			J	0	man	Tim agrees to talk to Raven man man to .
J	1	J			J	0	man	Sometimes you can hardly see but it 's flight , man man to , and do all you can , for they know they can never be free .
J	1	J			J	0	man	man man to , you 're just gon na have to deal with it .
J	1	J			J	0	man	Dm I 'm just talkin ' to myself man man to .
J	1	J			J	0	man	... lol man man to and Nupe to Nupe ... achievement in EVERY field of human endeavor ( and human rights ) .
J	1	J			J	0	man	It is a major force in explaining man man to .
J	1	J			J	0	man	NA is an extrordinary man man to guy .
J	1	J			J	0	man	but you shall hear it now , as man man to , on this very stump of a tower , up here with no one else to listen .
J	1	J			J	0	man	the redskins apparently thought he would thrive in their man man to defense even though adam only had marginal speed and could not play man man to defense .
J	1	J	J		J	0	man	If it were n't for the fact that so many of our soldiers revolted and joined them , we could have met them out in front of the castle , man man to , and beaten them back to England .
J	1	J			J	0	man	Sheriff Joe to Obama : Let 's Meet ' man man to ' to Discuss Immigration 
J	1	J			J	0	man	"In response , the defendant drove twenty miles to the plaintiff 's home to settle the dispute "" man man to . """
J	1	J			J	0	man	It described unbelievable cruelty , man man to , without exaggeration or embroidery .
J	1	J			J	0	man	Can handle nose tackles man man to , which gives Bills flexibility in blocking schemes .
J	1	J	J		J	0	man	We thought the best way was up front , man man to , lay it all on the table .
J	1	J			J	0	man	But the Cajun would fight you with his fists , man man to .
J	1	J			J	0	man	We 've also got corners who can cover man man to .
J	1	J			J	0	man	A really tall kid , long-armed kid that can lock up man man to and cover .
J	1	J			J	0	man	We 've been wanting some kids at corner that had some length to them that are used to locking up man man to . 
J	1	J			J	0	man	On if the Colts played man man to , stayed man man to all day .
J	1	J			J	0	man	Let 's seat in the living room , seat on the couch ... put our feet up , discuss this man man to .
J	1	J	J		J	0	man	man man to , mano a mano , toe to toe , nose to nose , shirts and skins , eggs over medium .
J	1	J			J	0	man	"What are you doing , Dad ? "" man man to "" , or "" zone "" ?"
J	1	J			J	0	man	And when they finished , they picked you up ... and handed you man man to ... so that you would know each one of them was your father .
J	1	J	J		J	0	man	Strong shocks , one on one , man man to .
J	1	J			J	0	man	I 'm here man man to .
J	1	J			J	0	man	This kind of stuff , we got ta talk about it sometime , man man to .
J	1	J			J	0	man	Come on , man man to , toe to toe , come on . 
J	1	J			J	0	man	Yeah , well , look , this is man man to .
J	1	J			J	0	man	Let us face each other in the open , man man to .
J	1	J			J	0	man	But I wan na know , man man to , did you get the answers ? - man man to ? - Yeah , just between us .
J	1	J			J	0	man	Senior , do n't ... not here man man to ... Kick it now Yes ?
J	1	J			J	0	man	We got ta talk to you man man to .
J	1	J			J	0	man	* Whether we 're talking man man to *
J	1	J			J	0	man	Roger , man man to , when you two read in the newspaper ... that John Booth has been shot dead , I want you to look into her face and tell me if you do n't see pride and relief .
J	1	J			J	0	man	You ca n't face me man man to !
J	1	J			J	0	man	Why do n't you and me discuss this man man to ?
J	1	J	J		J	0	man	Can we talk man man to ?
J	1	J			J	0	man	man man to ? - Fine .
J	1	J			J	0	man	I finish this man man to .
J	1	J			J	0	man	He needed to talk man man to .
J	1	J			J	0	man	Yeah , man man to .
J	1	J			J	0	man	Can I give you some advice , man man to ? 
J	1	J			J	0	man	You mind if we have a talk , man man to ?
J	1	J			J	0	man	First team , I want you out on the court , playing man man to .
J	1	J			J	0	man	man man to , like we always have .
J	1	J			J	0	man	But , Your Honor , speaking man man to , they wanted me .
J	1	J			J	0	man	I want to ask you a question , man man to .
J	1	J			J	0	man	man man to , all right ?
J	1	J			J	0	man	So put a man man to with a floater .
J	1	J			J	0	man	Your only hope is to try to talk to the pilots man man to .
J	1	J			J	0	man	"man man to . "" man man to "" ?"
J	1	J			J	0	man	We 're gon na have a little chat , man man to .
J	1	J	J		J	0	man	Let me ask you something , man man to .
J	1	J			J	0	man	So if attacked , they 'd have to fight , man man to .
J	1	J	J		J	0	man	And who fights better man man to than gladiators , huh ?
J	1	J			J	0	man	Why do n't you go talk to Mel , Scotty , man man to .
J	1	J			J	0	man	Let 's go on up to my office and talk . - man man to ? 
J	1	J			J	0	man	t talk to me man man to ?
J	1	J			J	0	man	Dr Roberts , just give me your opinion , man man to .
J	1	J			J	0	man	Well , it is , but we need to talk about this man man to . 
J	1	J			J	0	man	Go ahead , Keith , man man to .
J	1	J			J	0	man	I needed to drive down here and to look you in the eye and talk to you man man to .
J	1	J			J	0	man	man man to , okay ?
J	1	J			J	0	man	man man to , is it affecting your work ?
J	1	J			J	0	man	Victory man man to with the big-ass action battle plan # # Big Jim ! 
J	1	J	J		J	0	man	The inhumanity of man man to is terrible .
J	1	J			J	0	man	Now that I 'm to be your stepfather ... your mother asked that I might ... talk to you about some things ... man man to .
J	1	J			J	0	man	You and I need to have a little talk . - man man to ? - man man to .
J	1	J			J	0	man	I gave you my word , man man to .
J	1	J	J		J	0	man	We 've got ta talk man man to .
J	1	J	J		J	0	man	To come up and face me man man to ?
J	1	J			J	0	man	I 'm speaking to you man man to , boss .
J	1	J			J	0	man	These people in Los Angeles , I do to talk to Lennox man man to .
J	1	J			J	0	man	Can we just talk privately , man man to for a moment , please .
J	1	J			J	0	man	I 'll just talk to him a bit , man man to .
J	1	J	J		J	0	man	You ai n't got the balls to face me man man to !
J	1	J			J	0	man	But when it comes right down to it , I would love to take Malcolm and beat him straight up man man to , two warriors , fought to a head .
J	1	J			J	0	man	Can I give you some advice , man man to ,
J	1	J			J	0	man	Honestly , man man to , you really think Nikki was insane ?
J	1	J	J		J	0	man	And I wan na tell you something ... man man to , okay ?
J	1	J			J	0	man	Look , Finn , man man to , I just lost a lot of money and I do n't think you 'll be able to get as much out of me as you thought you would .
J	1	J	J		J	0	man	As man man to .
J	1	J			J	0	man	How about we have a little chat man man to . 
